393	556626-867	0	2615	-1	32453at71240|h2tg000041l|-|55|5.107e-10|1|555760|556626|556626[556626]:555760[555760]:867[867]
393	376336-1119	0	3812	-1	47424at71240|h2tg000041l|-|36|0.0002677|1|375218|376336|376336[376336]:375218[375218]:1119[1119]
393	125376+270	0	4623	1	119385at71240|h2tg000041l|+|90|1.486e-20|1|125376|125645|125376[125376]:125645[125645]:270[270]
393	578415-2918	0	7964	-1	102296at71240|h2tg000041l|-|406|1.113e-115|2|575498|578415|578415[578415]:576103[576103]:2313[2313]|575836[575836]:575498[575498]:339[339]
393	566849+2891	0	7964	1	102296at71240|h2tg000041l|+|415|2.174e-118|2|566849|569739|566849[566849]:569161[569161]:2313[2313]|569353[569353]:569739[569739]:387[387]
393	63340-7017	0	8016	-1	115049at71240|h2tg000041l|-|336|1.314e-94|9|56324|63340|63340[63340]:63299[63299]:42[42]|62680[62680]:62612[62612]:69[69]|62510[62510]:62409[62409]:102[102]|62309[62306]:62139[62139]:171[168]|61373[61358]:61287[61287]:87[72]|60234[60225]:60169[60169]:66[57]|58710[58707]:58627[58627]:84[81]|57475[57475]:57431[57431]:45[45]|56419[56419]:56324[56324]:96[96]
393	361894+3948	0	9289	1	155741at71240|h2tg000041l|+|328|3.365e-92|1|361894|365841|361894[361894]:365841[365841]:3948[3948]
393	186105+3434	0	16248	1	31945at71240|h2tg000041l|+|277|7.577e-77|3|186105|189538|186105[186105]:186320[186320]:216[216]|187060[187063]:187503[187503]:444[441]|188735[188735]:189538[189538]:804[804]
395	119064-822	0	1501	-1	38955at71240|h2tg000105l|-|48|6.536e-08|1|118243|119064|119064[119064]:118243[118243]:822[822]
395	194723-483	0	7466	-1	121346at71240|h2tg000105l|-|63|1.995e-12|1|194241|194723|194723[194723]:194241[194241]:483[483]
395	542310-3034	0	7964	-1	102296at71240|h2tg000105l|-|725|1.042e-211|2|539277|542310|542310[542310]:539722[539722]:2589[2589]|539627[539627]:539277[539277]:351[351]
395	358840-3294	0	9289	-1	155741at71240|h2tg000105l|-|261|4.965e-72|3|355547|358840|358840[358840]:357485[357485]:1356[1356]|357111[357111]:356443[356443]:669[669]|355669[355669]:355547[355547]:123[123]
395	836170+3190	0	9289	1	155741at71240|h2tg000105l|+|323|1.077e-90|3|836170|839359|836170[836170]:837198[837198]:1029[1029]|837248[837248]:838390[838390]:1143[1143]|839000[839000]:839359[839359]:360[360]
395	445579-1086	0	10223	-1	9742at71240|h2tg000105l|-|97|1.161e-22|1|444494|445579|445579[445579]:444494[444494]:1086[1086]
395	773046+1152	0	11813	1	55456at71240|h2tg000105l|+|66|2.493e-13|1|773046|774197|773046[773046]:774197[774197]:1152[1152]
395	383748-3264	0	12947	-1	55456at71240|h2tg000105l|-|876|3.652e-257|1|380485|383748|383748[383748]:380485[380485]:3264[3264]
396	301174-4281	0	9289	-1	155741at71240|h2tg000137l|-|764|1.896e-223|1|296894|301174|301174[301174]:296894[296894]:4281[4281]
396	353522+3867	0	9289	1	155741at71240|h2tg000137l|+|399|1.425e-113|1|353522|357388|353522[353522]:357388[357388]:3867[3867]
397	238872+24997	0	15018	1	177652at71240|h2tg000169l|+|48|6.536e-08|2|238872|263868|238872[238872]:238955[238955]:84[84]|263818[263818]:263868[263868]:51[51]
397	175967-68216	0	16692	-1	167757at71240|h2tg000169l|-|39|3.347e-05|2|107752|175967|175967[175967]:175923[175923]:45[45]|107967[107967]:107752[107752]:216[216]
397	170496+1404	0	18019	1	48367at71240|h2tg000169l|+|166|1.967e-43|1|170496|171899|170496[170496]:171899[171899]:1404[1404]
399	1744917-1925	0	13515	-1	55456at71240|h2tg000233l|-|236|1.666e-64|2|1742993|1744917|1744917[1744917]:1744294[1744294]:624[624]|1743481[1743481]:1742993[1742993]:489[489]
711	35451-4342	0	9289	-1	155741at71240|h2tg000815l|-|513|6.861e-148|2|31110|35451|35451[35451]:32038[32038]:3414[3414]|31442[31442]:31110[31110]:333[333]
712	348442-34018	0	3630	-1	167878at71240|h2tg000847l|-|58|6.383e-11|2|314425|348442|348442[348442]:348230[348230]:213[213]|314514[314499]:314425[314425]:90[75]
712	213412+390	0	5335	1	167878at71240|h2tg000847l|+|40|1.673e-05|1|213412|213801|213412[213412]:213801[213801]:390[390]
712	59054-4104	0	9289	-1	155741at71240|h2tg000847l|-|487|4.604e-140|1|54951|59054|59054[59054]:54951[54951]:4104[4104]
