894	414257-927	0	5111	-1	95645at71240_200316_0:005277|h2tg000403l|-|311|4.191e-86|2|413331|414257|414257[414257]:414087[414087]:171[171]|413780[413780]:413331[413331]:450[450]
894	183233+7418	0	6726	1	142389at71240_210143_0:0070be|h2tg000403l|+|246|1.546e-66|3|183233|190650|183233[183233]:183784[183784]:552[552]|188769[188769]:189092[189092]:324[324]|190429[190435]:190650[190650]:222[216]
894	108869-8930	0	39983	-1	3978at71240_29760_0:000e2c|h2tg000403l|-|1772|0|9|99940|108869|108869[108869]:108531[108531]:339[339]|108468[108438]:108391[108391]:78[48]|107968[107968]:107816[107816]:153[153]|107771[107732]:107643[107643]:129[90]|107503[107500]:107420[107420]:84[81]|105482[105476]:105132[105132]:351[345]|103156[103147]:102983[102983]:174[165]|102903[102903]:102061[102061]:843[843]|101514[101502]:99940[99940]:1575[1563]
894	323483-5496	0	60369	-1	24749at71240_3760_0:00436e|h2tg000403l|-|1189|0|13|317988|323483|323483[323483]:323151[323151]:333[333]|322484[322469]:322326[322326]:159[144]|322198[322168]:322079[322079]:120[90]|321942[321942]:321667[321667]:276[276]|321532[321532]:321362[321362]:171[171]|320970[320931]:320674[320674]:297[258]|320468[320465]:320313[320313]:156[153]|320011[319999]:319811[319811]:201[189]|319570[319564]:319454[319454]:117[111]|319370[319367]:319215[319215]:156[153]|318629[318629]:318537[318537]:93[93]|318406[318400]:318314[318314]:93[87]|318068[318062]:317988[317988]:81[75]
894	44814-2571	0	74094	-1	116909at71240_58331_0:008251|h2tg000403l|-|561|2.316e-161|6|42244|44814|44814[44814]:44710[44710]:105[105]|44009[44009]:43938[43938]:72[72]|43852[43840]:43712[43712]:141[129]|43429[43423]:43100[43100]:330[324]|42922[42922]:42791[42791]:132[132]|42708[42702]:42244[42244]:465[459]
894	154895-294	0	86234	-1	172939at71240_4072_0:00754b|h2tg000403l|-|50|1.553e-07|1|154602|154895|154895[154895]:154602[154602]:294[294]
894	328755+2979	0	93607	1	74738at71240_3750_0:0046d0|h2tg000403l|+|631|1.962e-182|2|328755|331733|328755[328755]:329957[329957]:1203[1203]|331524[331527]:331733[331733]:210[207]
894	84197-3096	0	101579	-1	155741at71240_210143_0:003ae4|h2tg000403l|-|474|3.584e-135|1|81102|84197|84197[84197]:81102[81102]:3096[3096]
894	154982-2823	0	110667	-1	112836at71240_3750_0:003b0d|h2tg000403l|-|432|1.576e-122|1|152160|154982|154982[154982]:152160[152160]:2823[2823]
894	273136-611	0	111276	-1	131302at71240_4155_0:000c52|h2tg000403l|-|156|1.914e-39|2|272526|273136|273136[273136]:272822[272822]:315[315]|272729[272729]:272526[272526]:204[204]
894	274834+4544	0	131619	1	112253at71240_3760_0:0045db|h2tg000403l|+|536|7.772e-154|9|274834|279377|274834[274834]:275094[275094]:261[261]|276026[276035]:276118[276118]:93[84]|276497[276500]:276610[276610]:114[111]|276951[276954]:277031[277031]:81[78]|277281[277281]:277400[277400]:120[120]|277857[277857]:277946[277946]:90[90]|278401[278407]:278475[278475]:75[69]|278967[278967]:279059[279059]:93[93]|279264[279273]:279377[279377]:114[105]
895	231500-1949	0	749	-1	119855at71240_2711_0:0011c4|h2tg000435l|-|312|2.095e-86|6|229552|231500|231500[231500]:231363[231363]:138[138]|230992[230980]:230891[230891]:102[90]|230720[230720]:230673[230673]:48[48]|230402[230402]:230259[230259]:144[144]|230130[230118]:229924[229924]:207[195]|229635[229635]:229552[229552]:84[84]
895	270277+315	0	3622	1	50117at71240_93759_0:002b7a|h2tg000435l|+|62|3.791e-11|1|270277|270591|270277[270277]:270591[270591]:315[315]
895	48751-1521	0	6726	-1	142389at71240_210143_0:0070be|h2tg000435l|-|239|1.979e-64|1|47231|48751|48751[48751]:47231[47231]:1521[1521]
895	191829-431	0	9983	-1	836at71240_22663_0:001656|h2tg000435l|-|104|8.62e-24|2|191399|191829|191829[191829]:191605[191605]:225[225]|191551[191527]:191399[191399]:153[129]
895	257989+1618	0	10825	1	108722at71240_57577_0:000231|h2tg000435l|+|114|8.418e-27|3|257989|259606|257989[257989]:258096[258096]:108[108]|258661[258664]:258792[258792]:132[129]|259277[259289]:259606[259606]:330[318]
895	113228-696	0	13293	-1	28331at71240_3983_0:004957|h2tg000435l|-|145|3.92e-36|1|112533|113228|113228[113228]:112533[112533]:696[696]
895	118853-1362	0	14736	-1	6890at71240_4232_0:005661|h2tg000435l|-|245|3.092e-66|1|117492|118853|118853[118853]:117492[117492]:1362[1362]
895	364456+1122	0	14978	1	76238at71240_75702_0:005bd2|h2tg000435l|+|233|1.267e-62|1|364456|365577|364456[364456]:365577[365577]:1122[1122]
895	71319-2094	0	18444	-1	25868at71240_29760_0:0004d0|h2tg000435l|-|588|1.726e-169|1|69226|71319|71319[71319]:69226[69226]:2094[2094]
895	492193-252	0	24170	-1	37941at71240_22663_0:001848|h2tg000435l|-|44|9.938e-06|1|491942|492193|492193[492193]:491942[491942]:252[252]
895	123180-9929	0	29271	-1	3447at71240_4182_0:002980|h2tg000435l|-|198|4.352e-52|2|113252|123180|123180[123180]:121924[121924]:1257[1257]|113866[113866]:113252[113252]:615[615]
895	253743-660	0	47723	-1	113034at71240_3981_0:00845f|h2tg000435l|-|158|4.785e-40|1|253084|253743|253743[253743]:253084[253084]:660[660]
895	273473-1299	0	50548	-1	41780at71240_3673_0:001fc8|h2tg000435l|-|281|4.5e-77|1|272175|273473|273473[273473]:272175[272175]:1299[1299]
895	59049+1155	0	57100	1	80608at71240_3711_0:00048f|h2tg000435l|+|256|1.51e-69|1|59049|60203|59049[59049]:60203[60203]:1155[1155]
895	118757-17223	0	58936	-1	13473at71240_180498_0:001fe0|h2tg000435l|-|289|1.758e-79|2|101535|118757|118757[118757]:117507[117507]:1251[1251]|101849[101804]:101535[101535]:315[270]
895	5655+2886	0	59571	1	154419at71240_3476_0:003519|h2tg000435l|+|265|2.949e-72|6|5655|8540|5655[5655]:5801[5801]:147[147]|5896[5902]:5973[5973]:78[72]|7122[7134]:7178[7178]:57[45]|7278[7278]:7364[7364]:87[87]|7522[7534]:7623[7623]:102[90]|8481[8505]:8540[8540]:60[36]
895	289390+4587	0	62825	1	95671at71240_3847_0:001c20|h2tg000435l|+|286|1.406e-78|5|289390|293976|289390[289390]:289566[289566]:177[177]|291348[291372]:291533[291533]:186[162]|292029[292029]:292196[292196]:168[168]|292387[292387]:292620[292620]:234[234]|293887[293887]:293976[293976]:90[90]
895	102843-1080	0	65891	-1	31660at71240_4232_0:0043a1|h2tg000435l|-|191|5.57e-50|1|101764|102843|102843[102843]:101764[101764]:1080[1080]
895	278900-1320	0	69772	-1	14514at71240_180498_0:00338e|h2tg000435l|-|271|4.608e-74|1|277581|278900|278900[278900]:277581[277581]:1320[1320]
895	152788-1458	0	71232	-1	34022at71240_3885_0:0041c0|h2tg000435l|-|274|5.76e-75|1|151331|152788|152788[152788]:151331[151331]:1458[1458]
895	108857-1257	0	87271	-1	41780at71240_4232_0:00d99d|h2tg000435l|-|246|1.546e-66|1|107601|108857|108857[108857]:107601[107601]:1257[1257]
895	492782-474	0	87817	-1	58077at71240_22663_0:001b3e|h2tg000435l|-|52|3.882e-08|1|492309|492782|492782[492782]:492309[492309]:474[474]
895	248718-4748	0	105429	-1	113034at71240_4236_0:0065c4|h2tg000435l|-|192|2.785e-50|2|243971|248718|248718[248718]:248266[248266]:453[453]|244162[244162]:243971[243971]:192[192]
895	269491+1107	0	108317	1	43552at71240_4039_0:00771a|h2tg000435l|+|199|2.176e-52|2|269491|270597|269491[269491]:270186[270186]:696[696]|270232[270232]:270597[270597]:366[366]
