#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Pcitr_chr1:13339337-13338321  -            339 107990at71240        -            262  2.9e-108  360.7  13.3   1   2   1.9e-43   3.1e-40  137.7   2.2     1   107     4   129     4   144 0.84 -
Pcitr_chr1:13339337-13338321  -            339 107990at71240        -            262  2.9e-108  360.7  13.3   2   2   8.8e-71   1.4e-67  227.3   4.6   103   262   158   338   129   338 0.85 -
Pcitr_chr2:4323842-4322856    -            329 107990at71240        -            262   2.4e-47  161.0   0.4   1   2   1.6e-10   2.5e-07   29.8   0.0     2    96     2   109     1   120 0.80 -
Pcitr_chr2:4323842-4322856    -            329 107990at71240        -            262   2.4e-47  161.0   0.4   2   2     8e-41   1.3e-37  129.1   0.5   104   261   155   321   146   322 0.83 -
Pcitr_chr11:14857205-14856150 -            352 107990at71240        -            262   1.1e-46  158.8  12.8   1   2   3.2e-21   5.2e-18   64.8   0.2     3    98    14   123    12   139 0.81 -
Pcitr_chr11:14857205-14856150 -            352 107990at71240        -            262   1.1e-46  158.8  12.8   2   2   1.3e-29   2.1e-26   92.4   7.3   107   261   169   352   145   352 0.73 -
Pcitr_chr6:15795874-15794807  -            356 107990at71240        -            262   7.6e-43  146.2  13.4   1   2   1.2e-13   1.9e-10   40.0   0.4     3    97     1   118     1   125 0.73 -
Pcitr_chr6:15795874-15794807  -            356 107990at71240        -            262   7.6e-43  146.2  13.4   2   2   1.2e-32   1.9e-29  102.3   7.0   103   261   167   355   145   356 0.67 -
Pcitr_chr10:31351662-31350598 -            355 107990at71240        -            262   1.1e-37  129.3   6.5   1   2   2.1e-12   3.5e-09   35.9   0.1     2    99    31   137    30   153 0.82 -
Pcitr_chr10:31351662-31350598 -            355 107990at71240        -            262   1.1e-37  129.3   6.5   2   2   1.9e-30     3e-27   95.1   2.8   106   262   185   355   178   355 0.76 -
Pcitr_chr2:4329972-4329136    -            279 107990at71240        -            262   7.5e-30  103.7   3.0   1   2   1.2e-10   1.9e-07   30.2   0.0     2    99     2   112     1   129 0.82 -
Pcitr_chr2:4329972-4329136    -            279 107990at71240        -            262   7.5e-30  103.7   3.0   2   2   8.3e-24   1.3e-20   73.3   1.1   162   261   175   279   151   279 0.88 -
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      /scratch/srb67793/Pelargonium/busco_downloads/lineages/eudicots_odb10/hmms/107990at71240.hmm
# Target file:     /scratch/srb67793/Pelargonium/Pelargonium-PreviousAssembly-busco/run_eudicots_odb10/metaeuk_output/initial_results/Pcitr_Genome-final.fasta.modified.fas
# Option settings: hmmsearch --domtblout /scratch/srb67793/Pelargonium/Pelargonium-PreviousAssembly-busco/run_eudicots_odb10/hmmer_output/initial_run_results/107990at71240.out --cpu 1 /scratch/srb67793/Pelargonium/busco_downloads/lineages/eudicots_odb10/hmms/107990at71240.hmm /scratch/srb67793/Pelargonium/Pelargonium-PreviousAssembly-busco/run_eudicots_odb10/metaeuk_output/initial_results/Pcitr_Genome-final.fasta.modified.fas 
# Current dir:     /scratch/srb67793/Pelargonium
# Date:            Tue Jul  9 10:56:26 2024
# [ok]
