#                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name             accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#     ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
h2tg001070l:147154-142998 -            276 116738at71240        -            230    1e-141  469.7   0.1   1   1  7.9e-145  1.2e-141  469.5   0.1     1   230    40   275    40   275 0.98 -
h2tg000074l:655152-660959 -            243 116738at71240        -            230  3.6e-141  468.0   0.0   1   1  2.7e-144  4.1e-141  467.8   0.0     1   230     7   242     7   242 0.98 -
h2tg000361l:785255-786552 -            312 116738at71240        -            230   7.3e-07   28.5   0.1   1   1   9.3e-10   1.4e-06   27.6   0.1    44   148   138   243   128   254 0.81 -
h2tg000775l:118588-118298 -             97 116738at71240        -            230   8.8e-05   21.7   0.1   1   1   6.2e-08   9.4e-05   21.6   0.1    44    79    54    89    38    97 0.88 -
h2tg000245l:579382-575350 -            570 116738at71240        -            230   9.2e-05   21.6   0.0   1   1   1.2e-07   0.00018   20.7   0.0    41    91   237   288   224   303 0.87 -
h2tg000477l:639514-641719 -            244 116738at71240        -            230    0.0037   16.4   0.1   1   1   3.5e-06    0.0054   15.9   0.1    53    92    59    98    48   125 0.89 -
h2tg000818l:428593-422732 -            782 116738at71240        -            230     0.015   14.4   0.1   1   2      0.52   7.9e+02   -1.1   0.0    37    62   180   205   169   208 0.89 -
h2tg000818l:428593-422732 -            782 116738at71240        -            230     0.015   14.4   0.1   2   2   5.3e-05     0.081   12.0   0.1    53   111   526   583   520   590 0.91 -
h2tg000593l:51642-47329   -            384 116738at71240        -            230     0.062   12.4   0.1   1   3      0.46   6.9e+02   -0.9   0.0    19    79    36   105    31   132 0.57 -
h2tg000593l:51642-47329   -            384 116738at71240        -            230     0.062   12.4   0.1   2   3    0.0011       1.7    7.7   0.0    52    96   222   267   216   291 0.83 -
h2tg000593l:51642-47329   -            384 116738at71240        -            230     0.062   12.4   0.1   3   3      0.12   1.9e+02    1.0   0.0   104   140   297   333   281   349 0.80 -
h2tg001120l:148912-150826 -            308 116738at71240        -            230      0.13   11.3   0.1   1   1   0.00016      0.24   10.5   0.1    37    81    48    92    38   120 0.90 -
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      /scratch/srb67793/Pelargonium/busco_downloads/lineages/eudicots_odb10/hmms/116738at71240.hmm
# Target file:     /scratch/srb67793/Pelargonium/P_citronellum_omnic-hap2-busco/run_eudicots_odb10/metaeuk_output/initial_results/P_citronellum_OmniC.hic.bp.hap1.p_ctg.fa.modified.fas
# Option settings: hmmsearch --domtblout /scratch/srb67793/Pelargonium/P_citronellum_omnic-hap2-busco/run_eudicots_odb10/hmmer_output/initial_run_results/116738at71240.out --cpu 1 /scratch/srb67793/Pelargonium/busco_downloads/lineages/eudicots_odb10/hmms/116738at71240.hmm /scratch/srb67793/Pelargonium/P_citronellum_omnic-hap2-busco/run_eudicots_odb10/metaeuk_output/initial_results/P_citronellum_OmniC.hic.bp.hap1.p_ctg.fa.modified.fas 
# Current dir:     /scratch/srb67793/Pelargonium
# Date:            Tue Jul 16 10:30:14 2024
# [ok]
