#                                                                                   --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name               accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#       ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
h2tg000460l:144940-133588   -           2046 597at71240           -           1510         0 2961.4  28.3   1   6    0.0013      0.43    7.3   0.0     8    25    64    81    59    91 0.90 -
h2tg000460l:144940-133588   -           2046 597at71240           -           1510         0 2961.4  28.3   2   6   0.00083      0.28    7.9   1.7    23    59   279   321   275   330 0.86 -
h2tg000460l:144940-133588   -           2046 597at71240           -           1510         0 2961.4  28.3   3   6  9.2e-198  3.1e-195  650.7   1.8    51   356   341   657   332   663 0.97 -
h2tg000460l:144940-133588   -           2046 597at71240           -           1510         0 2961.4  28.3   4   6  1.6e-293  5.3e-291  968.1   0.6   348   841   682  1229   661  1232 0.94 -
h2tg000460l:144940-133588   -           2046 597at71240           -           1510         0 2961.4  28.3   5   6         0         0 1178.6   0.2   817  1435  1229  1947  1228  1953 0.91 -
h2tg000460l:144940-133588   -           2046 597at71240           -           1510         0 2961.4  28.3   6   6   2.8e-49   9.5e-47  158.6   0.1  1430  1509  1965  2044  1959  2045 0.97 -
h2tg000480l:26808-53922     -           1560 597at71240           -           1510    2e-203  677.8   7.5   1   4   4.7e-51   1.6e-48  164.5   0.7    61   286     1   231     1   243 0.87 -
h2tg000480l:26808-53922     -           1560 597at71240           -           1510    2e-203  677.8   7.5   2   4   3.9e-59   1.3e-56  191.3   0.0   425   794   342   714   309   747 0.85 -
h2tg000480l:26808-53922     -           1560 597at71240           -           1510    2e-203  677.8   7.5   3   4   2.7e-92   8.9e-90  301.2   0.0   953  1438   857  1399   849  1409 0.82 -
h2tg000480l:26808-53922     -           1560 597at71240           -           1510    2e-203  677.8   7.5   4   4   4.2e-08   1.4e-05   22.1   0.0  1434  1505  1478  1550  1470  1555 0.84 -
h2tg000938l:284750-276979   -            964 597at71240           -           1510  2.6e-146  488.5   1.0   1   3   6.3e-49   2.1e-46  157.4   0.0   502   730     1   228     1   235 0.93 -
h2tg000938l:284750-276979   -            964 597at71240           -           1510  2.6e-146  488.5   1.0   2   3   0.00033      0.11    9.2   1.7   989  1037   443   491   315   506 0.76 -
h2tg000938l:284750-276979   -            964 597at71240           -           1510  2.6e-146  488.5   1.0   3   3   1.6e-96   5.5e-94  315.1   0.0  1041  1427   535   963   525   964 0.84 -
h2tg000074l:730791-683660   -           1194 597at71240           -           1510  5.1e-139  464.4   9.4   1   5   2.5e-45   8.3e-43  145.5   0.3    62   198     2   145     1   154 0.91 -
h2tg000074l:730791-683660   -           1194 597at71240           -           1510  5.1e-139  464.4   9.4   2   5   6.6e-38   2.2e-35  120.9   0.1   415   555   203   345   189   349 0.90 -
h2tg000074l:730791-683660   -           1194 597at71240           -           1510  5.1e-139  464.4   9.4   3   5   3.9e-08   1.3e-05   22.2   0.0   665   785   375   486   361   503 0.66 -
h2tg000074l:730791-683660   -           1194 597at71240           -           1510  5.1e-139  464.4   9.4   4   5   7.7e-15   2.6e-12   44.5   0.2   914  1040   591   722   573   734 0.81 -
h2tg000074l:730791-683660   -           1194 597at71240           -           1510  5.1e-139  464.4   9.4   5   5   1.3e-41   4.5e-39  133.2   0.0  1114  1324   736   959   727   972 0.79 -
h2tg000130l:1363653-1366843 -            446 597at71240           -           1510   3.3e-92  309.2   0.0   1   1   1.9e-94   6.1e-92  308.3   0.0  1019  1424     5   443     2   446 0.84 -
h2tg000074l:722757-720908   -            406 597at71240           -           1510   4.7e-85  285.5   0.1   1   1   4.9e-86   1.6e-83  280.4   0.1   998  1401     1   405     1   406 0.85 -
h2tg000282l:77598-49447     -           1226 597at71240           -           1510   2.4e-49  167.2   0.0   1   1   1.7e-51   5.5e-49  166.0   0.0  1205  1507   902  1221   890  1224 0.85 -
h2tg000374l:1101368-1110314 -            408 597at71240           -           1510   2.7e-11   41.1   0.1   1   2   3.5e-06    0.0012   15.8   0.0    73   188    48   178    37   207 0.70 -
h2tg000374l:1101368-1110314 -            408 597at71240           -           1510   2.7e-11   41.1   0.1   2   2   1.8e-08     6e-06   23.4   0.0   489   566   315   393   302   406 0.85 -
h2tg000095l:393137-384108   -            443 597at71240           -           1510   1.2e-10   39.0   0.1   1   2   4.7e-06    0.0015   15.4   0.0    73   188    85   215    74   244 0.70 -
h2tg000095l:393137-384108   -            443 597at71240           -           1510   1.2e-10   39.0   0.1   2   2   5.8e-08   1.9e-05   21.7   0.0   489   566   351   429   342   442 0.86 -
h2tg000393l:266681-269378   -            392 597at71240           -           1510   2.9e-08   31.0   0.0   1   2      0.51   1.7e+02   -1.4   0.0   143   183   106   147    25   151 0.49 -
h2tg000393l:266681-269378   -            392 597at71240           -           1510   2.9e-08   31.0   0.0   2   2   2.8e-10   9.2e-08   29.4   0.0   493   557   277   344   253   361 0.78 -
h2tg000786l:117980-120161   -            254 597at71240           -           1510   6.7e-08   29.8   0.0   1   2      0.47   1.5e+02   -1.2   0.0    74   183     5   109     2   115 0.72 -
h2tg000786l:117980-120161   -            254 597at71240           -           1510   6.7e-08   29.8   0.0   2   2   5.3e-10   1.8e-07   28.4   0.0   473   548   171   246   146   254 0.80 -
h2tg000895l:63254-60365     -            408 597at71240           -           1510   8.9e-08   29.4   0.0   1   1   4.6e-10   1.5e-07   28.6   0.0   491   556   294   362   276   378 0.79 -
h2tg000012l:889261-895717   -            404 597at71240           -           1510   5.9e-07   26.7   0.9   1   2      0.04        13    2.3   0.5    86   183    53   162    45   168 0.59 -
h2tg000012l:889261-895717   -            404 597at71240           -           1510   5.9e-07   26.7   0.9   2   2   2.8e-08   9.4e-06   22.7   0.0   489   566   311   389   302   402 0.86 -
h2tg000552l:14764-12800     -            401 597at71240           -           1510     7e-07   26.5   0.0   1   1   3.3e-09   1.1e-06   25.8   0.0   491   547   270   326   250   349 0.85 -
h2tg000650l:2962-506        -            415 597at71240           -           1510   1.3e-06   25.6   0.1   1   2      0.77   2.6e+02   -1.9   0.0    75   125   105   159    92   174 0.74 -
h2tg000650l:2962-506        -            415 597at71240           -           1510   1.3e-06   25.6   0.1   2   2     1e-08   3.3e-06   24.2   0.0   430   546   297   404   287   410 0.84 -
h2tg000204l:146424-147597   -            280 597at71240           -           1510   2.2e-06   24.8   0.0   1   2      0.87   2.9e+02   -2.1   0.0   151   186    53    88     5   122 0.74 -
h2tg000204l:146424-147597   -            280 597at71240           -           1510   2.2e-06   24.8   0.0   2   2   1.4e-08   4.8e-06   23.7   0.0   483   547   201   263   169   278 0.78 -
h2tg000662l:15542-18591     -            353 597at71240           -           1510   2.5e-06   24.6   0.0   1   2       1.5     5e+02   -2.9   0.0   145   183   110   149   101   166 0.73 -
h2tg000662l:15542-18591     -            353 597at71240           -           1510   2.5e-06   24.6   0.0   2   2   1.4e-08   4.7e-06   23.7   0.0   486   548   232   294   199   318 0.84 -
h2tg000351l:234522-232756   -            589 597at71240           -           1510   4.3e-06   23.8   0.0   1   2       2.3   7.7e+02   -3.5   0.0    74   181   226   345   220   348 0.57 -
h2tg000351l:234522-232756   -            589 597at71240           -           1510   4.3e-06   23.8   0.0   2   2   2.6e-08   8.6e-06   22.8   0.0   490   563   473   549   462   566 0.78 -
h2tg000024l:351781-355614   -            356 597at71240           -           1510   5.7e-06   23.4   0.0   1   1   3.1e-08     1e-05   22.6   0.0   486   548   230   292   181   320 0.78 -
h2tg000857l:25303-22780     -            244 597at71240           -           1510   6.3e-06   23.3   0.0   1   1   2.6e-08   8.5e-06   22.9   0.0   492   547   125   180   114   200 0.86 -
