#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
scaffold_3:8049086-7968462    -            784 22630at71240         -            574  4.1e-144  478.0  14.4   1   3   6.3e-17   2.7e-16   56.0   1.2   349   463    14   130    10   142 0.94 -
scaffold_3:8049086-7968462    -            784 22630at71240         -            574  4.1e-144  478.0  14.4   2   3   1.7e-46   7.2e-46  153.6   4.7   281   499   145   373   141   373 0.91 -
scaffold_3:8049086-7968462    -            784 22630at71240         -            574  4.1e-144  478.0  14.4   3   3   3.4e-87   1.4e-86  288.0   0.2   281   574   349   654   344   654 0.92 -
scaffold_2:33430346-33432757  -            804 22630at71240         -            574  1.7e-143  475.9  20.3   1   4   1.7e-28   7.3e-28   94.2   0.6   245   439    17   224     2   225 0.84 -
scaffold_2:33430346-33432757  -            804 22630at71240         -            574  1.7e-143  475.9  20.3   2   4   4.2e-24   1.8e-23   79.7   3.0   341   451   225   341   220   341 0.91 -
scaffold_2:33430346-33432757  -            804 22630at71240         -            574  1.7e-143  475.9  20.3   3   4   1.7e-18   7.4e-18   61.1   0.1   305   402   293   392   291   394 0.93 -
scaffold_2:33430346-33432757  -            804 22630at71240         -            574  1.7e-143  475.9  20.3   4   4   5.3e-84   2.3e-83  277.4   0.4   283   574   370   674   365   674 0.94 -
scaffold_1:40753747-40751156  -            864 22630at71240         -            574    5e-139  461.2  26.1   1   5   9.2e-10   3.9e-09   32.4   0.1     2    57     5    64     4    66 0.83 -
scaffold_1:40753747-40751156  -            864 22630at71240         -            574    5e-139  461.2  26.1   2   5   4.7e-29     2e-28   96.0   1.7   304   456    48   203    46   218 0.93 -
scaffold_1:40753747-40751156  -            864 22630at71240         -            574    5e-139  461.2  26.1   3   5   3.4e-34   1.4e-33  113.0   4.8   275   452   220   402   201   412 0.89 -
scaffold_1:40753747-40751156  -            864 22630at71240         -            574    5e-139  461.2  26.1   4   5     6e-08   2.5e-07   26.4   0.1   121   181   390   450   386   452 0.94 -
scaffold_1:40753747-40751156  -            864 22630at71240         -            574    5e-139  461.2  26.1   5   5   9.8e-73   4.2e-72  240.3   0.2   275   574   421   733   411   733 0.94 -
scaffold_1:4957854-4955590    -            755 22630at71240         -            574  1.1e-137  456.7  10.6   1   5    0.0016    0.0068   11.7   0.0     2    50    31    84     1    85 0.50 -
scaffold_1:4957854-4955590    -            755 22630at71240         -            574  1.1e-137  456.7  10.6   2   5   2.2e-30   9.4e-30  100.4   0.2   306   461    77   233    66   237 0.94 -
scaffold_1:4957854-4955590    -            755 22630at71240         -            574  1.1e-137  456.7  10.6   3   5   1.2e-05   4.9e-05   18.8   0.0   125   180   216   272   215   275 0.93 -
