#                                                                                    --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#        ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
scaffold_8:17056573-17061891 -            495 74579at71240         -            386  1.9e-192  638.5  32.5   1   3  3.4e-141  1.3e-138  461.2   7.2     1   265     1   275     1   295 0.88 -
scaffold_8:17056573-17061891 -            495 74579at71240         -            386  1.9e-192  638.5  32.5   2   3     1e-08   3.9e-06   25.2   0.6   241   272   293   324   286   343 0.81 -
scaffold_8:17056573-17061891 -            495 74579at71240         -            386  1.9e-192  638.5  32.5   3   3   1.4e-48   5.4e-46  156.4  12.8   264   385   341   495   328   495 0.87 -
scaffold_7:26370081-26374701 -            626 74579at71240         -            386   1.4e-49  168.2   0.5   1   2       1.9   7.5e+02   -2.1   0.0   105   149   190   235   183   245 0.79 -
scaffold_7:26370081-26374701 -            626 74579at71240         -            386   1.4e-49  168.2   0.5   2   2   7.7e-52     3e-49  167.1   0.1     8   186   375   550   369   559 0.92 -
scaffold_3:34340263-34345935 -            626 74579at71240         -            386   2.4e-48  164.1   0.4   1   2       0.7   2.7e+02   -0.6   0.0   197   258   385   447   374   456 0.79 -
scaffold_3:34340263-34345935 -            626 74579at71240         -            386   2.4e-48  164.1   0.4   2   2   2.6e-50     1e-47  162.1   0.1    14   168   472   623   466   624 0.94 -
scaffold_4:4880580-4878037   -            164 74579at71240         -            386   1.2e-44  151.9   0.0   1   1     4e-47   1.6e-44  151.6   0.0    14   160    12   155     5   162 0.94 -
scaffold_1:2601425-2623559   -            710 74579at71240         -            386   1.5e-41  141.8   0.0   1   1   7.1e-44   2.8e-41  140.9   0.0    14   172   552   707   542   709 0.89 -
scaffold_1:2621967-2622652   -            109 74579at71240         -            386   2.6e-35  121.2   0.3   1   1   7.6e-38   2.9e-35  121.0   0.3    38   135     1    97     1   107 0.95 -
scaffold_4:26225676-26229212 -            182 74579at71240         -            386   2.5e-31  108.1   0.1   1   1   7.9e-34   3.1e-31  107.8   0.1    20   156    34   170    16   176 0.91 -
scaffold_7:29318793-29318284 -            170 74579at71240         -            386   4.2e-30  104.1   0.1   1   1   1.3e-32   5.1e-30  103.8   0.1    18   141    13   146     3   164 0.83 -
scaffold_6:23798884-23797287 -            165 74579at71240         -            386   3.2e-28   97.9   0.1   1   1   1.2e-30   4.5e-28   97.4   0.1    21   158     7   153     4   158 0.85 -
scaffold_4:21921235-21922646 -            164 74579at71240         -            386   9.1e-28   96.4   0.1   1   1     3e-30   1.2e-27   96.0   0.1    22   153     8   148     4   157 0.80 -
scaffold_5:12529170-12527174 -            165 74579at71240         -            386   1.5e-27   95.7   0.1   1   1     5e-30   1.9e-27   95.3   0.1    22   143     8   140     4   155 0.82 -
scaffold_492:34710-34171     -            180 74579at71240         -            386   1.7e-27   95.5   0.1   1   1   5.3e-30   2.1e-27   95.2   0.1    21   140    26   156    14   174 0.83 -
scaffold_1:29958161-29955585 -            163 74579at71240         -            386   3.3e-27   94.5   0.1   1   1   1.1e-29   4.2e-27   94.2   0.1    21   157    15   152    10   158 0.85 -
scaffold_7:24913202-24915296 -            165 74579at71240         -            386   6.1e-27   93.7   0.1   1   1     2e-29   7.8e-27   93.3   0.1    22   156     8   151     4   164 0.81 -
scaffold_4:14454075-14453569 -            169 74579at71240         -            386   6.8e-27   93.5   0.1   1   1   2.2e-29   8.4e-27   93.2   0.1    21   135    15   138     8   162 0.85 -
scaffold_7:29179109-29178603 -            169 74579at71240         -            386   9.8e-27   93.0   0.1   1   1   3.1e-29   1.2e-26   92.7   0.1    21   136    15   140     8   165 0.81 -
scaffold_2:24741911-24743047 -            152 74579at71240         -            386   7.1e-26   90.1   0.0   1   1   2.3e-28     9e-26   89.8   0.0    22   160    12   144     8   151 0.88 -
scaffold_3:30978841-30979530 -             94 74579at71240         -            386   1.6e-19   69.3   0.1   1   1   4.1e-22   1.6e-19   69.3   0.1    48   122    20    93     3    94 0.89 -
scaffold_4:18876555-18875279 -            175 74579at71240         -            386   2.8e-19   68.4   0.7   1   1   9.1e-22   3.5e-19   68.1   0.7    48   141    64   152    54   165 0.85 -
scaffold_8:23629795-23630131 -             81 74579at71240         -            386   1.2e-18   66.4   0.1   1   1   3.4e-21   1.3e-18   66.2   0.1    49   122     8    80     5    81 0.89 -
scaffold_1:26415039-26422469 -            208 74579at71240         -            386   2.8e-13   48.7   0.0   1   1   9.4e-16   3.6e-13   48.3   0.0    13   164    20   173    10   187 0.82 -
scaffold_2:3416469-3412528   -            220 74579at71240         -            386   1.8e-11   42.7   0.0   1   1   6.1e-14   2.4e-11   42.3   0.0    14   164    34   185    19   196 0.79 -
scaffold_1:40715644-40710088 -            535 74579at71240         -            386   1.1e-09   36.9   0.1   1   2    0.0019      0.73    7.8   0.0    24    67    23    77    15    85 0.75 -
scaffold_1:40715644-40710088 -            535 74579at71240         -            386   1.1e-09   36.9   0.1   2   2   2.5e-09   9.6e-07   27.2   0.0    96   136    86   125    75   172 0.78 -
scaffold_5:12588844-12586061 -            237 74579at71240         -            386     0.046   11.8   0.2   1   1   0.00016     0.062   11.3   0.2   304   351    83   129    60   138 0.86 -
scaffold_5:5373863-5376132   -            346 74579at71240         -            386      0.24    9.4   3.0   1   2    0.0054       2.1    6.3   0.9   179   226    13    61     7    68 0.86 -
scaffold_5:5373863-5376132   -            346 74579at71240         -            386      0.24    9.4   3.0   2   2     0.057        22    2.9   0.0   167   194   294   321   241   328 0.74 -
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      /scratch/srb67793/Pelargonium/scripts/busco_downloads/lineages/eudicots_odb10/hmms/74579at71240.hmm
# Target file:     /scratch/srb67793/Pelargonium/scripts/scratch/srb67793/Pelargonium/Results2/HiFiASM_OmniC/P_citronellum_hap2-scaffolds-busco/run_eudicots_odb10/metaeuk_output/initial_results/P_citronellum-hap2_scaffolds_final.fa.modified.fas
# Option settings: hmmsearch --domtblout /scratch/srb67793/Pelargonium/scripts/scratch/srb67793/Pelargonium/Results2/HiFiASM_OmniC/P_citronellum_hap2-scaffolds-busco/run_eudicots_odb10/hmmer_output/initial_run_results/74579at71240.out --cpu 1 /scratch/srb67793/Pelargonium/scripts/busco_downloads/lineages/eudicots_odb10/hmms/74579at71240.hmm /scratch/srb67793/Pelargonium/scripts/scratch/srb67793/Pelargonium/Results2/HiFiASM_OmniC/P_citronellum_hap2-scaffolds-busco/run_eudicots_odb10/metaeuk_output/initial_results/P_citronellum-hap2_scaffolds_final.fa.modified.fas 
# Current dir:     /scratch/srb67793/Pelargonium/scripts
# Date:            Fri Jul 19 11:04:19 2024
# [ok]
