#                                                                                   --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name               accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#       ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
h2tg000267l:283383-275615   -            611 43180at71240         -            459  1.7e-259  860.5   1.7   1   1  2.3e-262  2.8e-259  859.8   1.7     3   459     1   515     1   515 0.93 -
h2tg000051l:409487-416719   -            499 43180at71240         -            459   6.2e-35  120.2   0.1   1   2   3.1e-13   3.8e-10   38.5   0.0     5    88    38   125    34   146 0.86 -
h2tg000051l:409487-416719   -            499 43180at71240         -            459   6.2e-35  120.2   0.1   2   2   1.2e-25   1.5e-22   79.4   0.1   153   401   226   477   208   487 0.81 -
h2tg000096l:677756-676236   -            284 43180at71240         -            459   1.8e-30  105.5   0.8   1   1   1.9e-33   2.3e-30  105.2   0.8   212   434    55   282    11   284 0.81 -
h2tg000080l:299339-301192   -            298 43180at71240         -            459   4.8e-28   97.5   0.4   1   1   6.9e-31   8.5e-28   96.7   0.4   213   444    62   295    51   298 0.84 -
h2tg000058l:1359972-1363716 -            189 43180at71240         -            459   1.8e-26   92.3   3.9   1   2   9.9e-06     0.012   13.8   0.0     5    31     3    29     1    41 0.74 -
h2tg000058l:1359972-1363716 -            189 43180at71240         -            459   1.8e-26   92.3   3.9   2   2   3.9e-25   4.9e-22   77.7   2.7   281   428    47   187    41   189 0.91 -
h2tg000058l:1362244-1363761 -            290 43180at71240         -            459   4.4e-24   84.5   3.0   1   1     3e-25   3.7e-22   78.1   3.0   213   436    62   281    52   289 0.82 -
h2tg000038l:342583-345368   -            427 43180at71240         -            459   2.8e-18   65.3   0.2   1   1     1e-19   1.3e-16   59.9   0.2     4   241   101   375    98   419 0.70 -
h2tg000191l:39821-37301     -            444 43180at71240         -            459   5.6e-18   64.3   0.0   1   1   4.8e-20   5.9e-17   61.0   0.0     4   239   122   390   119   436 0.69 -
h2tg000096l:680972-680697   -             92 43180at71240         -            459   7.8e-08   30.9   0.0   1   1   6.8e-11   8.4e-08   30.8   0.0     6    93     2    87     1    92 0.78 -
h2tg000080l:297694-297987   -             98 43180at71240         -            459   1.9e-07   29.6   0.0   1   1   1.8e-10   2.2e-07   29.4   0.0     3    80     7    81     5    95 0.83 -
h2tg000224l:234126-242296   -            692 43180at71240         -            459     1e-05   23.9   0.0   1   1   1.4e-08   1.8e-05   23.1   0.0     5   124    21   136    17   142 0.91 -
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      /scratch/srb67793/Pelargonium/busco_downloads/lineages/eudicots_odb10/hmms/43180at71240.hmm
# Target file:     /scratch/srb67793/Pelargonium/P_citronellum_omnic-hap1-busco/run_eudicots_odb10/metaeuk_output/initial_results/P_citronellum_OmniC.hic.bp.hap1.p_ctg.fa.modified.fas
# Option settings: hmmsearch --domtblout /scratch/srb67793/Pelargonium/P_citronellum_omnic-hap1-busco/run_eudicots_odb10/hmmer_output/initial_run_results/43180at71240.out --cpu 1 /scratch/srb67793/Pelargonium/busco_downloads/lineages/eudicots_odb10/hmms/43180at71240.hmm /scratch/srb67793/Pelargonium/P_citronellum_omnic-hap1-busco/run_eudicots_odb10/metaeuk_output/initial_results/P_citronellum_OmniC.hic.bp.hap1.p_ctg.fa.modified.fas 
# Current dir:     /scratch/srb67793/Pelargonium
# Date:            Tue Jul 16 10:01:49 2024
# [ok]
