#                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name             accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#     ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
h2tg000616l:103369-14343  -            852 14779at71240         -            822         0 1255.9   3.0   1   3    7e-100   1.4e-96  323.8   0.0    88   241    22   175    16   175 0.98 -
h2tg000616l:103369-14343  -            852 14779at71240         -            822         0 1255.9   3.0   2   3  8.7e-257  1.7e-253  842.8   1.0   295   704   175   584   174   590 0.99 -
h2tg000616l:103369-14343  -            852 14779at71240         -            822         0 1255.9   3.0   3   3   7.1e-29   1.4e-25   88.9   0.0   753   820   592   661   585   662 0.93 -
h2tg000544l:478004-426433 -           1059 14779at71240         -            822         0 1240.8  15.4   1   5  1.1e-128  2.2e-125  419.0   0.0    31   241     1   205     1   206 0.99 -
h2tg000544l:478004-426433 -           1059 14779at71240         -            822         0 1240.8  15.4   2   5   2.3e-87   4.4e-84  282.4   0.1   296   438   206   348   205   352 0.99 -
h2tg000544l:478004-426433 -           1059 14779at71240         -            822         0 1240.8  15.4   3   5    1e-151    2e-148  495.2   2.7   477   738   376   641   369   662 0.96 -
h2tg000544l:478004-426433 -           1059 14779at71240         -            822         0 1240.8  15.4   4   5    0.0079        15    2.7   0.0   734   756   676   698   663   708 0.80 -
h2tg000544l:478004-426433 -           1059 14779at71240         -            822         0 1240.8  15.4   5   5   1.6e-16   3.1e-13   48.0   0.1   742   792   803   853   751   867 0.82 -
h2tg000884l:32513-12281   -           1895 14779at71240         -            822   1.4e-14   52.5   8.2   1   7    0.0074        14    2.8   0.0   657   708   125   175   115   273 0.56 -
h2tg000884l:32513-12281   -           1895 14779at71240         -            822   1.4e-14   52.5   8.2   2   7   0.00012      0.23    8.8   0.1   657   721   496   560   490   586 0.82 -
h2tg000884l:32513-12281   -           1895 14779at71240         -            822   1.4e-14   52.5   8.2   3   7   0.00035      0.67    7.2   0.0   661   714   587   640   560   674 0.82 -
h2tg000884l:32513-12281   -           1895 14779at71240         -            822   1.4e-14   52.5   8.2   4   7   0.00018      0.34    8.2   0.0   658   779   758   890   754   911 0.74 -
h2tg000884l:32513-12281   -           1895 14779at71240         -            822   1.4e-14   52.5   8.2   5   7    0.0071        14    2.9   0.0   659   695  1051  1087  1021  1184 0.61 -
h2tg000884l:32513-12281   -           1895 14779at71240         -            822   1.4e-14   52.5   8.2   6   7      0.34   6.7e+02   -2.7   0.0   643   732  1233  1328  1229  1333 0.77 -
h2tg000884l:32513-12281   -           1895 14779at71240         -            822   1.4e-14   52.5   8.2   7   7   3.1e-08   6.1e-05   20.6   0.1   658   731  1421  1496  1411  1527 0.83 -
h2tg000596l:111861-118383 -            292 14779at71240         -            822   2.3e-06   25.3   0.0   1   2      0.46     9e+02   -3.1   0.0   661   682    15    36    12    52 0.76 -
h2tg000596l:111861-118383 -            292 14779at71240         -            822   2.3e-06   25.3   0.0   2   2   2.3e-09   4.5e-06   24.3   0.0   657   733    89   169    82   192 0.83 -
h2tg001119l:27546-30835   -            236 14779at71240         -            822   2.7e-06   25.1   0.0   1   2   9.2e-09   1.8e-05   22.4   0.0   344   386     2    44     1    55 0.92 -
h2tg001119l:27546-30835   -            236 14779at71240         -            822   2.7e-06   25.1   0.0   2   2     0.041        80    0.4   0.1   477   498   116   137   108   157 0.73 -
h2tg000023l:359567-355902 -            227 14779at71240         -            822   5.1e-06   24.2   0.1   1   2   2.8e-08   5.5e-05   20.8   0.0   347   386     3    42     1    54 0.93 -
h2tg000023l:359567-355902 -            227 14779at71240         -            822   5.1e-06   24.2   0.1   2   2     0.023        44    1.2   0.1   477   500   112   135   101   146 0.83 -
h2tg000965l:46947-48645   -            479 14779at71240         -            822      0.12    9.7   0.0   1   1   8.2e-05      0.16    9.3   0.0   630   657   295   322   236   327 0.82 -
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      /scratch/srb67793/Pelargonium/busco_downloads/lineages/eudicots_odb10/hmms/14779at71240.hmm
# Target file:     /scratch/srb67793/Pelargonium/P_citronellum_omnic-hap1-busco/run_eudicots_odb10/metaeuk_output/initial_results/P_citronellum_OmniC.hic.bp.hap1.p_ctg.fa.modified.fas
# Option settings: hmmsearch --domtblout /scratch/srb67793/Pelargonium/P_citronellum_omnic-hap1-busco/run_eudicots_odb10/hmmer_output/initial_run_results/14779at71240.out --cpu 1 /scratch/srb67793/Pelargonium/busco_downloads/lineages/eudicots_odb10/hmms/14779at71240.hmm /scratch/srb67793/Pelargonium/P_citronellum_omnic-hap1-busco/run_eudicots_odb10/metaeuk_output/initial_results/P_citronellum_OmniC.hic.bp.hap1.p_ctg.fa.modified.fas 
# Current dir:     /scratch/srb67793/Pelargonium
# Date:            Tue Jul 16 10:01:03 2024
# [ok]
