951	39534+249	0	36314	1	86274at71240_3476_0:0080c1|Pcitr_Contig54|+|58|6.066e-10|1|39534|39782|39534[39534]:39782[39782]:249[249]
952	18193-822	0	52092	-1	87734at71240_4236_0:004eb0|Pcitr_Contig375|-|149|2.45e-37|1|17372|18193|18193[18193]:17372[17372]:822[822]
953	20586-546	0	17756	-1	160132at71240_74649_0:003019|Pcitr_Contig20|-|108|5.387e-25|1|20041|20586|20586[20586]:20041[20041]:546[546]
953	29464-1050	0	51132	-1	59362at71240_158383_0:0021c8|Pcitr_Contig20|-|61|7.582e-11|1|28415|29464|29464[29464]:28415[28415]:1050[1050]
953	6793-855	0	82609	-1	59362at71240_3914_0:000f11|Pcitr_Contig20|-|50|1.553e-07|1|5939|6793|6793[6793]:5939[5939]:855[855]
953	18375-978	0	114085	-1	59362at71240_4072_0:003337|Pcitr_Contig20|-|61|7.582e-11|1|17398|18375|18375[18375]:17398[17398]:978[978]
958	2294+1020	0	19924	1	67666at71240_210143_0:006662|Pcitr_Contig720|+|218|4.15e-58|1|2294|3313|2294[2294]:3313[3313]:1020[1020]
124	36150027-4107	0	102	-1	102624at71240_71139_0:0023dc|Pcitr_chr5|-|640|3.832e-185|11|36145921|36150027|36150027[36150027]:36149890[36149890]:138[138]|36149650[36149650]:36149561[36149561]:90[90]|36149436[36149436]:36149338[36149338]:99[99]|36149054[36149054]:36148953[36148953]:102[102]|36148474[36148474]:36148349[36148349]:126[126]|36148172[36148160]:36148056[36148056]:117[105]|36147366[36147348]:36147244[36147244]:123[105]|36146737[36146710]:36146630[36146630]:108[81]|36146516[36146516]:36146451[36146451]:66[66]|36146201[36146192]:36146094[36146094]:108[99]|36146028[36146019]:36145921[36145921]:108[99]
124	24619590+1692	0	195	1	105365at71240_326968_0:0030a2|Pcitr_chr5|+|286|1.406e-78|6|24619590|24621281|24619590[24619590]:24619664[24619664]:75[75]|24620080[24620083]:24620199[24620199]:120[117]|24620305[24620308]:24620358[24620358]:54[51]|24620491[24620491]:24620613[24620613]:123[123]|24620935[24620935]:24621045[24621045]:111[111]|24621189[24621189]:24621281[24621281]:93[93]
124	16205245-3065	0	271	-1	107291at71240_3649_0:004137|Pcitr_chr5|-|445|1.924e-126|4|16202181|16205245|16205245[16205245]:16204769[16204769]:477[477]|16203197[16203176]:16203045[16203045]:153[132]|16202959[16202956]:16202492[16202492]:468[465]|16202405[16202405]:16202181[16202181]:225[225]
124	29594920-716	0	340	-1	109073at71240_4039_0:0045ca|Pcitr_chr5|-|197|8.704e-52|2|29594205|29594920|29594920[29594920]:29594690[29594690]:231[231]|29594597[29594594]:29594205[29594205]:393[390]
124	28014499-662	0	2206	-1	168352at71240_3983_0:0051dd|Pcitr_chr5|-|217|8.3e-58|2|28013838|28014499|28014499[28014499]:28014038[28014038]:462[462]|28013909[28013906]:28013838[28013838]:72[69]
124	37109947-1605	0	2549	-1	21921at71240_4232_0:00e1a1|Pcitr_chr5|-|477|4.48e-136|2|37108343|37109947|37109947[37109947]:37108775[37108775]:1173[1173]|37108606[37108606]:37108343[37108343]:264[264]
124	17748623-5712	0	2716	-1	26183at71240_80379_0:0021fb|Pcitr_chr5|-|146|1.96e-36|3|17742912|17748623|17748623[17748623]:17748525[17748525]:99[99]|17743953[17743953]:17743612[17743612]:342[342]|17743496[17743493]:17742912[17742912]:585[582]
