385	118979+3033	0	101579	1	155741at71240_210143_0:003ae4|scaffold_147|+|379|1.42e-106|1|118979|122011|118979[118979]:122011[122011]:3033[3033]
386	64286+2724	0	40021	1	4088at71240_472368_0:0041d4|scaffold_179|+|166|1.869e-42|1|64286|67009|64286[64286]:67009[67009]:2724[2724]
388	4576-1857	0	83922	-1	99380at71240_3775_0:0056a5|scaffold_243|-|413|8.265e-117|6|2720|4576|4576[4576]:4415[4415]:162[162]|4324[4318]:4175[4175]:150[144]|4053[4053]:3874[3874]:180[180]|3753[3741]:3541[3541]:213[201]|3428[3425]:3345[3345]:84[81]|2938[2938]:2720[2720]:219[219]
483	3410-1407	0	68061	-1	95618at71240_101020_0:0037fc|scaffold_599|-|349|1.525e-97|1|2004|3410|3410[3410]:2004[2004]:1407[1407]
483	15373-1451	0	141505	-1	95618at71240_326968_0:004a41|scaffold_599|-|371|3.635e-104|2|13923|15373|15373[15373]:14432[14432]:942[942]|14300[14300]:13923[13923]:378[378]
486	2010939-792	0	5111	-1	95645at71240_200316_0:005277|scaffold_24|-|187|8.913e-49|2|2010148|2010939|2010939[2010939]:2010787[2010787]:153[153]|2010552[2010510]:2010148[2010148]:405[363]
486	1154101-1359	0	6726	-1	142389at71240_210143_0:0070be|scaffold_24|-|181|5.704e-47|2|1152743|1154101|1154101[1154101]:1153745[1153745]:357[357]|1153351[1153351]:1152743[1152743]:609[609]
486	977795-1203	0	10463	-1	98866at71240_3750_0:009ded|scaffold_24|-|82|3.615e-17|1|976593|977795|977795[977795]:976593[976593]:1203[1203]
486	899164-903	0	15118	-1	80211at71240_4097_0:005be6|scaffold_24|-|139|2.509e-34|1|898262|899164|899164[899164]:898262[898262]:903[903]
486	143546+903	0	15118	1	80211at71240_4097_0:005be6|scaffold_24|+|137|1.003e-33|1|143546|144448|143546[143546]:144448[144448]:903[903]
486	1318034+5786	0	15390	1	88274at71240_326968_0:002ddb|scaffold_24|+|481|2.8e-137|5|1318034|1323819|1318034[1318034]:1318276[1318276]:243[243]|1320102[1320111]:1320269[1320269]:168[159]|1321081[1321084]:1321314[1321314]:234[231]|1323393[1323393]:1323614[1323614]:222[222]|1323703[1323706]:1323819[1323819]:117[114]
486	1864884+1581	0	17313	1	14514at71240_3760_0:00384e|scaffold_24|+|271|4.608e-74|1|1864884|1866464|1864884[1864884]:1866464[1866464]:1581[1581]
486	692049-1877	0	18444	-1	25868at71240_29760_0:0004d0|scaffold_24|-|472|1.434e-134|3|690173|692049|692049[692049]:691387[691387]:663[663]|691263[691263]:690763[690763]:501[501]|690757[690757]:690173[690173]:585[585]
486	880756-1020	0	19924	-1	67666at71240_210143_0:006662|scaffold_24|-|218|4.15e-58|1|879737|880756|880756[880756]:879737[879737]:1020[1020]
486	227059-2325	0	24069	-1	35585at71240_3900_0:0094e2|scaffold_24|-|459|1.174e-130|1|224735|227059|227059[227059]:224735[224735]:2325[2325]
486	557813+2375	0	24069	1	35585at71240_3900_0:0094e2|scaffold_24|+|325|2.558e-90|2|557813|560187|557813[557813]:558886[558886]:1074[1074]|558901[558901]:560187[560187]:1287[1287]
