#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
scaffold_11:17408330-17400612 -            461 52297at71240         -            418  1.4e-188  626.5   3.2   1   2     1e-78   6.6e-76  255.3   0.7    23   223     1   226     1   229 0.87 -
scaffold_11:17408330-17400612 -            461 52297at71240         -            418  1.4e-188  626.5   3.2   2   2  5.2e-113  3.5e-110  368.2   0.1   224   418   256   454   240   454 0.96 -
scaffold_1:21763251-21758656  -            479 52297at71240         -            418   1.3e-46  158.8   0.0   1   2   3.4e-32   2.3e-29  102.0   0.0     4   222     4   249     2   252 0.81 -
scaffold_1:21763251-21758656  -            479 52297at71240         -            418   1.3e-46  158.8   0.0   2   2     1e-17   6.7e-15   54.3   0.0   246   415   297   474   267   477 0.79 -
scaffold_10:3401696-3399588   -            504 52297at71240         -            418   1.3e-08   33.5   0.0   1   2   3.9e-11   2.6e-08   32.6   0.0     3    72    80   149    78   161 0.92 -
scaffold_10:3401696-3399588   -            504 52297at71240         -            418   1.3e-08   33.5   0.0   2   2       4.4   2.9e+03   -3.8   0.0   199   222   277   301   274   318 0.66 -
scaffold_3:14168688-14177477  -           1976 52297at71240         -            418   9.4e-08   30.8   0.0   1   1   2.3e-10   1.5e-07   30.1   0.0     1    64   928   992   928   994 0.87 -
scaffold_8:10245640-10245924  -             95 52297at71240         -            418   9.8e-06   24.1   0.1   1   1   1.8e-08   1.2e-05   23.8   0.1     2    43     3    42     2    48 0.89 -
scaffold_5:5455572-5458614    -            747 52297at71240         -            418   1.1e-05   24.0   0.9   1   1   2.4e-08   1.6e-05   23.4   0.9     3    41   163   201   161   222 0.89 -
scaffold_2:38483871-38489034  -            491 52297at71240         -            418   7.6e-05   21.2   0.0   1   1   1.7e-07   0.00011   20.6   0.0     3    78    42   117    40   122 0.92 -
scaffold_3:2506355-2504232    -            708 52297at71240         -            418   0.00012   20.5   0.7   1   1   2.7e-07   0.00018   20.0   0.7     2    46   231   275   230   306 0.88 -
scaffold_10:4738858-4734684   -            524 52297at71240         -            418   0.00022   19.6   0.0   1   1   5.1e-07   0.00034   19.0   0.0     3    53     7    57     5    69 0.94 -
scaffold_2:3180025-3174047    -            472 52297at71240         -            418   0.00052   18.4   0.0   1   2   1.8e-06    0.0012   17.2   0.0     3    67    76   143    74   151 0.84 -
scaffold_2:3180025-3174047    -            472 52297at71240         -            418   0.00052   18.4   0.0   2   2       2.7   1.8e+03   -3.1   0.0   304   344   414   455   400   462 0.60 -
scaffold_8:9432173-9433705    -            511 52297at71240         -            418    0.0023   16.3   0.0   1   1   5.2e-06    0.0035   15.7   0.0     2    41     5    47     4    62 0.85 -
scaffold_2:32934677-32930121  -            564 52297at71240         -            418    0.0033   15.8   0.2   1   1   8.2e-06    0.0054   15.1   0.2     4    57    50   103    48   119 0.91 -
scaffold_9:10046522-10044673  -            427 52297at71240         -            418     0.024   12.9   0.8   1   1   5.7e-05     0.038   12.3   0.8     1    37    55    91    55   104 0.89 -
scaffold_5:538516-565794      -            438 52297at71240         -            418     0.053   11.8   0.2   1   2       1.6   1.1e+03   -2.4   0.1    56    92   132   168   126   175 0.79 -
scaffold_5:538516-565794      -            438 52297at71240         -            418     0.053   11.8   0.2   2   2   0.00017      0.12   10.7   0.0   108   193   239   327   217   339 0.73 -
scaffold_1:4548215-4544928    -            395 52297at71240         -            418      0.09   11.0   0.1   1   1   0.00021      0.14   10.4   0.1     4    36    12    44     8    59 0.85 -
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      /scratch/srb67793/Pelargonium/scripts/busco_downloads/lineages/eudicots_odb10/hmms/52297at71240.hmm
# Target file:     /scratch/srb67793/Pelargonium/scripts/scratch/srb67793/Pelargonium/Results2/HiFiASM_OmniC/P_citronellum-hap1-scaffolds-busco/run_eudicots_odb10/metaeuk_output/initial_results/P_citronellum-hap1_scaffolds_final.fa.modified.fas
# Option settings: hmmsearch --domtblout /scratch/srb67793/Pelargonium/scripts/scratch/srb67793/Pelargonium/Results2/HiFiASM_OmniC/P_citronellum-hap1-scaffolds-busco/run_eudicots_odb10/hmmer_output/initial_run_results/52297at71240.out --cpu 1 /scratch/srb67793/Pelargonium/scripts/busco_downloads/lineages/eudicots_odb10/hmms/52297at71240.hmm /scratch/srb67793/Pelargonium/scripts/scratch/srb67793/Pelargonium/Results2/HiFiASM_OmniC/P_citronellum-hap1-scaffolds-busco/run_eudicots_odb10/metaeuk_output/initial_results/P_citronellum-hap1_scaffolds_final.fa.modified.fas 
# Current dir:     /scratch/srb67793/Pelargonium/scripts
# Date:            Fri Jul 19 10:32:51 2024
# [ok]
