#                                                                                  --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name              accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#      ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
scaffold_7:5520380-5517402 -            388 107272at71240        -            288  1.2e-142  473.3   5.2   1   1    1e-145  2.5e-142  472.2   5.2     7   275   101   388    96   388 0.94 -
scaffold_10:822267-824207  -            647 107272at71240        -            288   2.9e-08   32.2   7.1   1   8      0.25   6.2e+02   -1.7   0.0    96   126    73   102    71   112 0.79 -
scaffold_10:822267-824207  -            647 107272at71240        -            288   2.9e-08   32.2   7.1   2   8    0.0025       6.3    4.9   0.0    62   128   108   174    96   221 0.77 -
scaffold_10:822267-824207  -            647 107272at71240        -            288   2.9e-08   32.2   7.1   3   8    0.0018       4.5    5.4   0.1    90   163   276   353   253   361 0.69 -
scaffold_10:822267-824207  -            647 107272at71240        -            288   2.9e-08   32.2   7.1   4   8      0.03        75    1.3   0.0   102   127   358   383   333   387 0.82 -
scaffold_10:822267-824207  -            647 107272at71240        -            288   2.9e-08   32.2   7.1   5   8    0.0018       4.3    5.4   0.0   102   127   393   418   383   426 0.90 -
scaffold_10:822267-824207  -            647 107272at71240        -            288   2.9e-08   32.2   7.1   6   8    0.0011       2.8    6.0   0.0   102   127   428   453   418   492 0.80 -
scaffold_10:822267-824207  -            647 107272at71240        -            288   2.9e-08   32.2   7.1   7   8     0.014        35    2.4   0.0   103   127   499   523   491   529 0.88 -
scaffold_10:822267-824207  -            647 107272at71240        -            288   2.9e-08   32.2   7.1   8   8      0.11   2.7e+02   -0.5   0.0   102   128   568   594   540   636 0.64 -
scaffold_10:845866-846939  -            358 107272at71240        -            288   1.6e-05   23.2   0.4   1   4     0.027        68    1.5   0.0    79   126    46    93    24    96 0.82 -
scaffold_10:845866-846939  -            358 107272at71240        -            288   1.6e-05   23.2   0.4   2   4    0.0092        23    3.1   0.0   103   162   105   168    96   177 0.68 -
scaffold_10:845866-846939  -            358 107272at71240        -            288   1.6e-05   23.2   0.4   3   4    0.0001      0.25    9.5   0.0    79   162   221   308   204   313 0.76 -
scaffold_10:845866-846939  -            358 107272at71240        -            288   1.6e-05   23.2   0.4   4   4    0.0088        22    3.1   0.0   102   126   314   338   309   346 0.87 -
scaffold_10:824191-825054  -            288 107272at71240        -            288     0.033   12.4   0.2   1   2   0.00026      0.65    8.1   0.0    78   162    43   131    15   140 0.79 -
scaffold_10:824191-825054  -            288 107272at71240        -            288     0.033   12.4   0.2   2   2     0.016        40    2.3   0.0   102   193   172   233   134   256 0.48 -
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      /scratch/srb67793/Pelargonium/scripts/busco_downloads/lineages/eudicots_odb10/hmms/107272at71240.hmm
# Target file:     /scratch/srb67793/Pelargonium/scripts/scratch/srb67793/Pelargonium/Results2/HiFiASM_OmniC/P_citronellum-hap1-scaffolds-busco/run_eudicots_odb10/metaeuk_output/initial_results/P_citronellum-hap1_scaffolds_final.fa.modified.fas
# Option settings: hmmsearch --domtblout /scratch/srb67793/Pelargonium/scripts/scratch/srb67793/Pelargonium/Results2/HiFiASM_OmniC/P_citronellum-hap1-scaffolds-busco/run_eudicots_odb10/hmmer_output/initial_run_results/107272at71240.out --cpu 1 /scratch/srb67793/Pelargonium/scripts/busco_downloads/lineages/eudicots_odb10/hmms/107272at71240.hmm /scratch/srb67793/Pelargonium/scripts/scratch/srb67793/Pelargonium/Results2/HiFiASM_OmniC/P_citronellum-hap1-scaffolds-busco/run_eudicots_odb10/metaeuk_output/initial_results/P_citronellum-hap1_scaffolds_final.fa.modified.fas 
# Current dir:     /scratch/srb67793/Pelargonium/scripts
# Date:            Fri Jul 19 10:32:10 2024
# [ok]
